Year,Region,Commodity,Distance,Function,Status,Num_employee,Employee_hour,Hours_office,Hours_operation,Hours_other,Safety_cost,Num_accidents
2019,15,4,4.63,3,2,21,54222.49,2782.97,34295.68,17143.84,1.89,0
2020,43,5,0,4,3,7,14657.82,5293.68,3868.58,5495.56,0.4,0
2019,13,3,0,2,6,2,899.69,0,0,899.69,3.81,0
2020,6,1,0,1,4,1,214.79,0,214.79,0,2.77,0
2018,44,1,0,1,3,15,19607.48,3068.11,0,16539.37,1.42,0
2017,44,1,0,1,3,13,33201.9,4651.29,28550.61,0,1.67,0
2018,33,1,0,1,3,13,17712.45,0,17712.45,0,2.27,0
2020,22,1,0,1,4,3,321.22,3.91,317.32,0,2.58,0
2017,23,1,0,1,4,1,134.21,0,134.21,0,2.32,0
2017,48,1,0,1,4,2,1809.94,825.6,984.34,0,2.71,0
2018,23,1,0,1,4,2,130.98,9.43,121.55,0,1.88,0
2019,15,5,0,4,3,16,32924.96,6700.62,5246.27,20978.07,0.38,4
2020,27,5,0,4,3,18,35035.72,3137.89,31897.83,0,0.48,0
2020,12,2,0,4,6,15,34374.63,4574.75,0,29799.88,1.29,0
2018,38,5,0,4,3,6,15359.89,7346.03,8013.85,0,NA,0
2017,33,2,0,4,4,6,6457.64,570.06,5887.58,0,0.18,0
2019,15,1,0,1,3,6,14696.51,2759.22,0,11937.29,2.42,0
2020,5,2,0,4,3,24,31070.92,7760.23,9323.47,13987.21,NA,3
2020,5,1,0,1,3,8,18642.55,4270.04,14372.51,0,2.05,1
2018,6,1,0,1,4,3,851.29,0,851.29,0,2.69,0
2020,16,5,0,4,3,13,26487.59,12,24715.28,1760.31,0.49,0
2018,26,4,6.87,4,1,279,579974.96,12378.94,567596.02,0,3.9,5
2019,26,1,0,1,4,11,20048.57,59.99,19988.58,0,3.29,0
2017,35,4,3.76,4,1,69,163687.19,0,163687.19,0,2.94,0
2020,21,1,0,1,4,3,320,2.99,317.01,0,2.01,0
2020,22,1,0,1,4,2,99.58,3.98,95.6,0,2.51,0
2018,15,1,0,1,4,8,9017.14,2288.77,6728.37,0,1.79,0
2019,34,1,0,1,4,8,10104.3,2184.07,7920.24,0,2.62,0
2017,34,1,0,1,4,9,21781.29,2278.14,19503.16,0,2.38,0
2019,19,1,0,1,4,1,1045.84,1045.84,0,0,2.7,0
2018,26,1,0,1,4,7,3214.44,23.91,3190.52,0,3.33,0
2017,44,1,0,1,6,5,2489.79,120.67,2369.12,0,3.55,0
2017,36,5,0,4,4,6,8341.26,199.74,8141.52,0,3.96,3
2018,4,1,0,1,3,11,25946.95,2412.79,23534.16,0,2.01,0
2018,32,1,0,1,3,4,456.1,4.02,452.09,0,1.71,0
2020,47,1,0,1,4,2,567.92,0,567.92,0,2.6,0
2020,42,1,0,1,4,5,6516.12,226.9,6289.22,0,2.53,0
2018,32,2,0,3,3,61,123658.64,10308.3,0,113350.34,3.68,1
2019,46,4,0,4,1,27,31880.88,0,31880.88,0,2.19,0
2018,23,1,0,1,4,3,2335.14,357.87,1977.27,0,3.06,0
2019,43,5,0,4,3,6,10020.31,947.35,986.41,8086.55,0.45,0
2019,47,5,0,4,4,1,61.81,0,61.81,0,0.98,0
2019,14,5,0,4,3,8,16445.29,0,0,16445.29,1.02,2
2020,14,5,0,4,4,4,5972.81,3627.35,2345.46,0,3.89,0
2020,5,1,0,1,6,1,21.61,0,21.61,0,3.56,0
2018,35,2,0,4,3,2,2002.29,0,485.4,1516.89,0.87,0
2017,9,1,0,1,4,2,932.23,228.06,704.18,0,1.43,0
2019,7,1,0,1,4,2,1434.33,0,1434.33,0,1.8,0
2020,29,1,0,1,4,6,4247.39,0,2142.67,2104.71,3.49,0
2019,38,5,0,4,4,3,4360.51,4.99,4355.52,0,1.25,0
2019,6,1,0,1,6,8,26596.26,2399.38,24196.88,0,3.63,0
2020,29,1,0,1,4,3,4173.11,0,0,4173.11,3.59,0
2017,24,5,0,4,3,4,6693.93,494.63,6199.3,0,0.34,0
2018,38,5,0,4,3,7,9428.88,2847.87,6581.01,0,0.96,0
2017,5,1,0,1,3,3,6195.69,2513.66,3682.03,0,1.74,0
2019,24,5,0,4,4,8,16255.4,35.97,14915.6,1303.83,0.63,3
2017,27,1,0,1,4,4,583.74,47.85,535.89,0,2.41,0
2020,38,5,0,4,3,9,11170.64,3,11167.63,0,1.11,0
2017,38,4,3.61,2,1,28,66125.22,0,0,66125.22,3.72,4
2017,45,1,0,1,3,1,1838.01,0,1838.01,0,1.41,0
2017,35,4,2.83,3,2,10,21539.15,0,0,21539.15,0.95,0
2020,14,1,0,1,3,10,21711.16,2423.79,19287.37,0,1.57,0
2017,46,5,0,4,3,113,321976.37,149086.65,14386.64,158503.07,NA,2
2020,44,5,0,4,3,12,25889.13,2688.04,23201.09,0,0.51,0
2019,26,1,0,1,4,3,814.97,4.01,810.95,0,2.01,0
2018,35,1,0,1,4,3,1299.98,0,1299.98,0,1.71,0
2018,13,5,0,4,4,7,8676.87,0,8676.87,0,0.44,4
2018,32,1,0,1,3,5,4241.03,1502.3,2738.73,0,1.59,0
2020,38,5,0,4,3,9,14223.74,2022.82,12200.92,0,1,0
2018,12,5,0,4,4,5,10720.67,0,10720.67,0,0.35,0
2019,43,5,0,4,4,2,1117.32,0,1117.32,0,1.27,0
2017,17,4,4.37,2,1,436,1094872.04,33975.94,0,1060896.11,3.92,20
2020,44,5,0,4,3,13,31443.27,2514.46,28928.81,0,0.92,0
2018,9,5,0,4,3,9,21903.85,2569.8,19334.04,0,0.31,0
2019,9,1,0,1,6,11,4731.19,511.7,0,4219.5,3.92,0
2018,38,4,3.43,2,1,6,8621.7,0,0,8621.7,2.65,0
2018,22,1,0,1,4,14,18652.91,1887.31,4319.99,12445.61,3.27,1
2018,5,1,0,1,4,12,18165.59,6799.21,11366.37,0,2.3,0
2017,30,1,0,1,4,4,4182.71,4,4178.71,0,1.89,0
2019,38,4,0,3,2,1,944.56,0,0,944.56,2.3,0
2017,46,4,3.71,4,2,1,162.75,0,162.75,0,3.91,0
2019,24,1,0,1,4,3,1126.02,12.15,1113.87,0,3.15,0
2017,36,4,3.71,4,1,6,14001.4,0,14001.4,0,0.94,2
2020,27,2,0,4,3,4,2935.25,740.3,0,2194.95,1.56,0
2019,15,1,0,1,3,2,4146.81,0,0,4146.81,1.72,0
2020,38,4,3.71,4,2,2,2183.04,0,2183.04,0,0.23,0
2017,3,5,0,3,3,35,75048.98,29959.19,0,45089.79,0.54,2
2020,17,4,0,4,6,5,3733.94,0,3733.94,0,1.5,0
2018,28,1,0,1,6,2,318.8,0,318.8,0,3.47,0
2018,38,4,0,3,7,3,7174.42,0,0,7174.42,2.34,0
2019,48,1,0,1,3,9,18508.16,2624.89,15883.27,0,2.08,1
2019,22,1,0,1,4,3,4835.12,2272.65,2562.47,0,1.9,0
2020,9,1,0,1,3,21,40680.55,7205.04,0,33475.52,2.3,1
2018,38,5,0,4,3,9,18410.73,2606.66,15804.07,0,NA,3
2018,3,5,0,4,3,9,13049.24,2145.19,10904.05,0,1.12,0
2017,44,5,0,4,3,19,43947.12,6610.71,17668.21,19668.21,0.3,0
2020,44,5,0,4,3,28,69935.57,11931.76,58003.81,0,1.13,0
2020,48,5,0,4,3,14,33639.12,2776.35,30862.77,0,1.27,0
2018,23,1,0,1,4,4,4915.22,8.01,4907.21,0,2.99,0
2020,21,1,0,1,4,2,208.53,2.02,206.51,0,3.48,0
2018,44,5,0,4,4,3,184.64,0,184.64,0,NA,0
2019,17,4,0,4,6,4,3710.2,0,3710.2,0,0.42,0
2020,5,1,0,1,3,34,58300.24,14560.31,43739.93,0,1.96,2
2018,12,1,0,1,4,4,2528.51,851.88,1676.63,0,NA,0
2018,22,1,0,1,4,3,4605.67,1481.36,3124.31,0,2.16,0
2019,38,4,0,3,1,5,11227.9,4659.71,0,6568.18,1.31,0
2018,5,1,0,1,4,5,7660.36,1818.19,5842.17,0,2.63,0
2019,13,1,0,1,4,2,636.85,0,636.85,0,NA,0
2019,30,1,0,1,4,2,2778.37,1568.11,1210.26,0,2.38,0
2018,42,1,0,1,6,2,2635.89,0,2635.89,0,3.5,0
2019,45,1,0,1,6,3,2140.44,0,2140.44,0,3.18,0
2020,46,4,0,3,1,14,29425.73,10598.58,0,18827.15,3.94,0
2020,13,1,0,1,4,3,382.96,0.99,381.98,0,2.33,0
2017,44,5,0,4,3,4,6867.33,0,6867.33,0,0.15,3
2017,16,1,0,1,4,1,34.59,0,0,34.59,2.45,0
2019,15,5,0,4,3,175,339533.68,111975.87,26881.45,200676.35,0.7,2
2017,6,1,0,1,3,8,12365.52,1785.23,10580.29,0,NA,0
2017,37,5,0,3,3,20,37015.11,9106.65,0,27908.46,0.53,3
2020,45,1,0,1,3,30,60809.15,0,60809.15,0,2.17,0
2017,34,1,0,1,3,5,11800.53,2424.11,9376.42,0,NA,0
2017,38,4,4.8,2,1,11,20178.84,0,0,20178.84,0.71,0
2020,44,5,0,4,4,8,13946.05,3,13943.05,0,0.24,0
2017,26,5,0,4,6,4,4821.73,0,4821.73,0,1.24,3
2020,43,2,0,4,3,53,113953.27,50115.2,15900.01,47938.06,0.81,3
2019,4,5,0,4,3,3,9772.51,0,9772.51,0,0.76,0
2019,44,5,0,4,3,23,68340.45,2715.98,47622.61,18001.85,NA,0
2018,14,5,0,4,4,16,40804.78,8294.75,32510.02,0,NA,2
2019,36,5,0,4,3,5,7805.16,12,7793.15,0,3.36,0
2020,38,4,0,3,1,4,8260.61,0,0,8260.61,3.41,0
2020,15,5,0,4,3,15,30724.5,5386.32,5210.27,20127.91,0.23,0
2019,44,5,0,4,6,1,13.1,13.1,0,0,0.02,0
2017,17,1,0,1,4,3,3943.49,1310.82,2632.67,0,2.82,0
2018,46,5,0,4,3,7,15699.65,484.3,9392.77,5822.58,3.21,0
2017,34,1,0,1,4,4,223.9,0,223.9,0,1.31,0
2017,48,1,0,1,4,5,738.87,24.79,714.08,0,2.1,0
2017,34,1,0,1,4,2,2770.72,0,2770.72,0,2.2,0
2020,44,5,0,4,3,4,5952.61,0,5952.61,0,3.51,0
2019,2,1,0,1,3,5,8861.39,1000.61,0,7860.78,1.45,0
2017,48,1,0,1,6,1,64.08,0,64.08,0,3.14,0
2020,23,1,0,1,4,3,4731.02,0,4731.02,0,2.06,0
2018,10,5,0,4,3,12,19445.27,1514.63,17930.64,0,1.36,0
2017,39,1,0,1,3,9,8893.04,2206.28,6686.76,0,1.87,0
2018,22,1,0,1,4,6,7081.68,315.72,6765.96,0,2.13,0
2018,27,5,0,4,3,17,24020.43,933.63,23086.8,0,1.33,2
2017,23,1,0,1,3,6,11934.83,4239.58,7695.25,0,2.58,0
2018,24,5,0,4,3,4,6319.77,1079.79,5239.98,0,0.1,0
2019,38,2,0,4,4,1,55.91,0,55.91,0,1.3,0
2018,27,5,0,4,3,18,43331.3,4332.13,19499.59,19499.59,0.78,0
2017,23,1,0,1,4,1,1.61,1.61,0,0,3.17,0
2017,17,4,3.81,2,7,20,28522.35,0,0,28522.35,3.64,0
2018,35,1,0,1,4,4,9757.1,0,0,9757.1,2.37,0
2019,45,1,0,1,4,3,3380.07,1641,1739.06,0,2.8,0
2019,22,1,0,1,4,5,1762.12,130.16,1631.97,0,2.02,0
2019,34,5,0,4,6,2,161.33,0,161.33,0,1.06,0
2017,3,1,0,1,3,17,39017.83,4397.95,34619.88,0,1.88,0
2018,10,2,0,4,3,84,160778.26,97019.53,0,63758.72,0.91,0
2017,45,1,0,1,3,3,4560.84,0,4560.84,0,1.61,0
2020,9,1,0,1,3,6,14696.51,0,14696.51,0,1.79,0
2020,27,1,0,1,4,2,2718.17,0,0,2718.17,3.97,0
2020,28,1,0,1,4,6,10915.31,1915.18,9000.14,0,3.07,0
2018,37,5,0,4,3,16,38437.67,2151.37,36286.29,0,1.41,0
2017,35,4,0,4,2,1,1630.02,0,1630.02,0,1.59,0
2019,35,1,0,1,4,6,11978.91,0,0,11978.91,1.95,0
2020,15,5,0,4,3,35,73230.65,959.77,72270.87,0,3.36,0
2018,33,2,0,4,4,5,5024.39,2,5022.39,0,1.42,0
2018,37,5,0,4,4,1,1009.07,0,1009.07,0,1.06,0
2019,30,1,0,1,3,9,15905.05,4733.1,11171.96,0,NA,0
2020,19,1,0,1,4,9,5399.28,2956.51,2442.77,0,3.26,0
2018,44,1,0,1,3,6,16996.34,4704.93,0,12291.42,NA,0
2020,18,1,0,1,3,14,21513.89,5430.72,16083.17,0,2.11,0
2018,22,1,0,1,4,3,2259.84,201.5,2058.34,0,2.31,0
2018,35,1,0,1,3,8,18652.73,2206.08,0,16446.65,1.7,0
2017,42,1,0,1,4,3,2957.79,0,2957.79,0,2.64,0
2019,19,1,0,1,4,1,1648.75,0,1648.75,0,3.58,0
2020,18,1,0,1,6,2,4191.71,0,0,4191.71,3.69,0
2019,24,5,0,4,3,10,18402,1040.06,4958.27,12403.68,0.42,0
2018,47,2,0,4,4,4,2228.13,0,2228.13,0,1.28,0
2019,38,4,3.66,4,1,14,32264.33,0,32264.33,0,3.53,1
2020,6,1,0,1,3,10,10618.36,3933.24,6685.11,0,1.58,0
2018,24,2,0,3,3,45,95586.65,17788.03,0,77798.63,3.69,0
2018,36,5,0,4,3,3,5848.29,0,5848.29,0,1.23,0
2019,2,4,0,3,1,9,20170.88,7064.51,0,13106.38,3.73,1
2018,5,1,0,1,3,7,13555.27,834.59,12720.68,0,1.86,0
2018,30,1,0,1,4,3,6001.5,0,6001.5,0,2.1,0
2018,36,5,0,4,6,3,580.45,439.83,140.63,0,0.03,0
2019,36,5,0,4,4,5,8769.83,118.02,8651.81,0,1.14,0
2017,6,1,0,1,3,4,3243.21,0,3243.21,0,1.59,0
2020,34,1,0,1,4,5,1865.42,0,1865.42,0,3.44,0
2019,12,5,0,4,4,4,4262.89,1063.48,2387.85,811.55,0.29,0
2020,21,1,0,1,4,1,0,0,0,0,2.83,0
2017,16,2,0,4,3,10,17986.54,1996.28,15990.26,0,1.27,0
2019,48,4,0,4,1,35,50868.19,2480.55,48387.65,0,3.98,4
2018,5,5,0,4,4,2,244.58,0,244.58,0,0.88,0
2019,5,5,0,4,3,21,15863.58,5724.68,10138.91,0,0.99,0
2018,44,5,0,4,4,5,7125.01,3.99,7121.02,0,1,0
2018,38,5,0,4,4,6,10396.51,4,10392.52,0,1.39,0
2017,17,4,3.89,4,2,2,232.41,0,232.41,0,3.89,0
2019,17,4,0,4,7,3,508.16,0,0,508.16,3.9,0
2019,19,5,0,4,3,14,35963.16,13889.92,22073.23,0,0.78,2
2019,34,1,0,1,4,5,5735.74,2112.69,3623.04,0,3.12,0
2020,27,2,0,4,3,2,97.55,32.52,65.03,0,3.78,0
2018,21,1,0,1,4,6,11171.12,200.04,10971.08,0,2.47,0
2018,33,3,0,4,3,5,8475.99,1499.29,0,6976.7,3.74,0
2019,26,3,0,4,6,6,2673,0,989.89,1683.11,2.8,0
2018,34,1,0,1,4,2,111.58,0,111.58,0,2.82,0
2019,35,1,0,1,4,1,823.27,0,823.27,0,1.71,0
2017,28,1,0,1,4,3,1097.43,4.03,1093.4,0,1.49,0
2018,38,1,0,1,3,13,27827.4,6531.63,21295.76,0,2.42,0
2018,30,5,0,4,3,20,45999.88,2276.85,43723.04,0,0.61,0
2020,23,1,0,1,3,8,8849.21,4,8845.21,0,1.71,0
2019,44,5,0,4,3,10,25608.56,2979,22629.56,0,1.07,0
2020,10,5,0,4,3,4,2603.5,0,2603.5,0,0.94,0
2019,48,1,0,1,4,1,7.85,7.85,0,0,2.74,0
2017,9,5,0,4,3,4,9739.87,2174.21,7565.66,0,0.14,0
2020,16,1,0,1,4,1,58,0,58,0,3.05,0
2018,33,3,0,2,5,3,3822.26,0,0,3822.26,3.46,0
2019,28,5,0,4,4,3,2375.94,0,2375.94,0,1.04,0
2019,28,1,0,1,4,2,2572.8,0,2572.8,0,3.14,0
2019,19,1,0,1,3,7,10173.66,2021.32,8152.33,0,2.26,0
2019,17,4,0,4,7,2,90.31,71.78,18.52,0,NA,0
2019,1,1,0,1,4,2,2816.55,1284.36,1532.2,0,2.74,0
2017,14,1,0,1,4,2,4838.41,0,4838.41,0,2.88,0
2019,16,2,0,2,3,52,96808.62,14134.65,0,82673.96,3.8,1
2017,38,4,4.84,4,1,15,24068.46,0,24068.46,0,3.23,0
2019,48,1,0,1,3,11,4749.42,95.01,4654.41,0,2.2,0
2017,18,1,0,1,3,4,8391.88,1302.52,7089.36,0,2.18,0
2017,45,4,4.63,2,1,291,574431.43,3840.02,0,570591.41,3.94,6
2017,17,1,0,1,3,8,15338.96,1759.49,13579.48,0,NA,0
2018,47,1,0,1,4,1,450.18,0,450.18,0,3.92,0
2020,35,5,0,4,3,15,34110.56,6829.51,13843.07,13437.98,0.32,0
2017,44,1,0,1,6,4,2698.75,160.22,2538.53,0,3.25,0
2017,7,1,0,1,4,7,18049.33,2479.07,15570.26,0,1.84,0
2019,43,5,0,4,3,7,3358.54,351.73,3006.81,0,1.15,0
2018,11,1,0,1,4,6,3056.77,159.62,2897.15,0,NA,1
2019,6,5,0,4,6,3,862.78,0,862.78,0,3.78,0
2017,23,5,0,4,4,4,911.77,8.91,902.86,0,1.03,0
2018,22,1,0,1,4,3,1294.46,9.93,1284.54,0,3.45,0
2017,35,5,0,4,4,9,19674.15,4021.42,15602.74,49.99,0.16,0
2020,17,1,0,1,3,6,8116.82,2977.54,5139.29,0,2.13,0
2018,5,5,0,4,4,2,327.24,0,327.24,0,1,0
2017,37,5,0,4,3,8,11534.49,1194.15,10340.34,0,1,0
2020,9,5,0,4,3,6,12667.3,1341.3,11326,0,0.2,0
2018,26,1,0,1,3,1,1918.29,0,1918.29,0,1.53,0
2017,36,1,0,1,3,4,7203.69,24,0,7179.69,3.63,0
2020,34,1,0,1,4,1,26.47,0,26.47,0,2.63,0
2019,34,2,0,3,3,84,172546.42,23990.81,0,148555.61,0.65,3
2018,3,5,0,4,3,5,10193.92,1808.21,8385.71,0,0.93,0
2020,6,1,0,1,4,3,4011.63,0,4011.63,0,2.94,0
2018,5,1,0,1,3,7,15490.24,1039.75,14450.49,0,1.65,0
2020,34,1,0,1,4,3,1983.81,210.94,1772.87,0,NA,0
2018,14,1,0,1,4,10,17488.32,3998.47,13489.85,0,3.65,0
2018,26,3,0,2,3,3,3756.23,88.05,0,3668.18,NA,0
2017,4,5,0,4,3,19,44673.85,1553.82,43120.03,0,0.86,0
2019,45,1,0,1,3,8,16773.1,0,16773.1,0,1.75,0
2019,23,1,0,1,4,3,1218.85,0,1218.85,0,2.83,0
2018,47,5,0,4,4,6,5303.18,1,5302.18,0,1.13,0
2020,35,4,0,3,1,15,21283.75,2772.71,0,18511.04,1.86,0
2017,10,5,0,2,3,79,214725.61,42631.91,0,172093.7,NA,2
2020,48,1,0,1,4,4,4346.22,14.04,4332.18,0,NA,0
2019,38,5,0,4,3,3,6596.45,780.53,5815.92,0,3.86,0
2018,23,1,0,1,4,3,987.2,3.01,984.19,0,3.82,0
2018,48,5,0,4,3,7,15594.73,0,15594.73,0,1.07,0
2017,45,1,0,1,3,9,2491.42,198.68,2292.74,0,1.39,0
2020,37,1,0,1,3,15,53941.46,2759.67,24418.04,26763.75,2.95,2
2017,38,5,0,2,3,60,141557.26,20037.21,0,121520.05,0.5,9
2018,16,5,0,4,3,13,32896.35,9560.68,6644.48,16691.19,0.61,0
2019,34,5,0,4,3,16,33397.12,7369.32,8814.37,17213.43,3.82,0
2019,23,1,0,1,4,2,529.8,3.9,0,525.9,2.54,0
2018,34,1,0,1,4,1,12.26,0,12.26,0,1.75,0
2019,27,5,0,4,4,21,52165.67,11998.14,6781.78,33385.75,0.34,0
2017,20,4,4.11,4,6,5,12801.26,0,12801.26,0,3.92,0
2020,44,5,0,4,3,36,100497.06,31332.2,69164.86,0,3.92,0
2019,48,3,0,2,3,229,449023.57,81881.37,0,367142.2,2.32,24
2017,11,5,0,4,3,43,76761.03,19267.27,57493.76,0,1.13,4
2019,44,1,0,1,6,8,1237.55,1237.55,0,0,3.97,0
2019,34,1,0,1,6,1,136.04,0,136.04,0,NA,0
2017,4,1,0,1,4,3,8640.4,0,8640.4,0,NA,0
2020,6,1,0,1,4,3,2549.56,120.07,2429.48,0,2.82,0
2017,14,1,0,1,3,17,44560.95,5171.27,39389.68,0,NA,0
2018,27,5,0,4,3,10,23875.92,5534.13,4477.48,13864.31,0.86,0
2017,17,4,3.89,2,1,23,42387.92,6805.02,0,35582.89,1.27,2
2017,12,2,0,4,4,3,490.05,85.14,404.92,0,0.88,0
2020,14,4,0,3,2,2,1931.05,927.38,0,1003.66,2.94,0
2017,31,1,0,1,3,5,1836.25,366.46,0,1469.79,1.47,0
2017,17,4,4.2,2,2,107,225372.11,0,0,225372.11,1.21,9
2017,22,1,0,1,3,3,3990.05,478.33,3511.72,0,2.15,0
2017,27,1,0,1,3,14,28173.71,8101.66,20072.06,0,2.05,1
2017,12,5,0,4,4,1,-3.71,0,-3.71,0,0.43,0
2018,22,1,0,1,4,4,2733.8,180.98,2552.82,0,3.25,0
2017,3,5,0,4,3,6,9717.23,2084.62,7632.61,0,0.06,0
2018,43,5,0,4,3,13,21362.16,6362.07,3554.36,11445.73,0.06,0
2019,44,5,0,4,3,131,296058.13,123882.89,0,172175.24,0.76,2
2020,43,5,0,4,4,3,4734.73,0,4734.73,0,1.26,0
2019,41,1,0,1,3,10,24664.27,2200.2,22464.07,0,2.25,0
2019,47,5,0,4,3,33,59560.54,2718.02,3453.03,53389.49,3.46,0
2017,38,4,3.3,4,1,1,669.94,0,669.94,0,3.81,0
2019,6,1,0,1,4,1,78.2,0,78.2,0,3,0
2018,34,1,0,1,4,3,3043.28,0,3043.28,0,2.54,0
2020,35,4,3.89,4,2,7,15123.02,0,15123.02,0,3.25,0
2017,24,1,0,1,3,4,8306.55,4397.06,0,3909.5,1.4,0
2017,12,1,0,1,4,6,9279.41,456.46,8822.94,0,2.46,0
2020,13,5,0,4,4,13,17279.91,0,17279.91,0,1.27,0
2017,29,1,0,1,4,3,1925.3,0,0,1925.3,2.27,1
2020,44,5,0,4,3,34,97168.4,2898.8,94269.6,0,1.16,0
2017,24,3,0,2,3,204,454477.04,24701.2,0,429775.84,3.98,2
2019,5,2,0,4,3,6,8909.75,209.64,3568.89,5131.22,1.41,0
2019,44,5,0,4,3,23,29587.31,4367.57,18135.06,7084.68,0.53,0
2017,19,5,0,4,3,14,17466.39,32.01,3604.11,13830.27,0.95,0
2020,27,1,0,1,3,24,44779.48,3103.69,41675.79,0,1.64,0
2020,47,1,0,1,4,3,1470.72,18.03,1452.68,0,3.08,0
2017,5,1,0,1,4,5,1030.09,371.51,658.58,0,2.54,0
2019,15,1,0,1,3,2,5084.19,0,0,5084.19,1.75,0
2018,5,1,0,1,3,19,40992.43,2683.49,38308.95,0,2.29,1
2019,28,1,0,1,4,3,2676.01,0,2676.01,0,2.74,0
2019,38,4,0,3,1,37,84580.65,19320.06,0,65260.59,0.73,0
2018,23,5,0,4,4,6,8557.61,1454.14,7103.47,0,0.03,0
2019,10,5,0,4,3,7,15053.16,3688.3,11364.85,0,NA,2
2019,7,1,0,1,4,3,896.49,60.03,836.46,0,1.6,0
2020,45,1,0,1,3,7,13395.28,0,13395.28,0,3.29,0
2020,44,1,0,1,3,17,60159.83,12030.57,48129.26,0,1.86,0
2019,27,5,0,4,3,15,31622.53,8664.43,7336.91,15621.19,0.73,0
2020,44,5,0,4,4,17,42672.24,3391.46,39280.77,0,0.6,0
2018,48,5,0,4,3,2,3708.15,1980.96,1727.2,0,1.09,0
2020,33,1,0,1,3,4,8149.92,0,8149.92,0,2.54,0
2020,18,1,0,1,4,4,219.01,29.96,0,189.05,2.77,0
2019,9,1,0,1,3,10,25435.96,537.85,0,24898.11,1.48,0
2018,21,1,0,1,4,14,24576.23,1732.66,22843.56,0,1.96,0
2019,24,1,0,1,4,2,2642.04,0,0,2642.04,3.36,0
2020,38,4,0,3,1,39,80734.85,5580.09,0,75154.76,1.35,3
2020,14,4,0,3,1,28,57201.99,0,0,57201.99,3.36,0
2018,25,1,0,1,3,7,9923.74,3664.86,1368.07,4890.82,1.75,0
2018,21,1,0,1,4,8,2740.22,0,2740.22,0,NA,0
2020,10,5,0,4,3,13,29997.4,7263.31,5841.05,16893.04,0.68,2
2017,46,4,4.11,2,1,16,40477.11,0,0,40477.11,NA,1
2017,32,1,0,1,4,3,7584.82,0,7584.82,0,3.39,0
2017,13,1,0,1,3,21,16402.47,0,16402.47,0,NA,2
2018,38,5,0,2,3,50,106204.05,10698.11,0,95505.94,0.55,5
2019,7,1,0,1,4,7,9898.85,5060.43,4838.42,0,2.63,0
2018,46,4,0,3,1,14,27971.38,9003.77,0,18967.61,3.63,0
2018,9,5,0,4,3,12,29338.77,4710.6,24628.16,0,0.26,0
2019,5,1,0,1,3,83,163422.2,45125.47,118296.73,0,2.68,0
2019,22,1,0,1,4,7,10236.22,2061.04,8175.18,0,2.17,0
2019,48,1,0,1,4,4,2252.82,0,2252.82,0,3.51,0
2019,9,5,0,4,3,49,117166.05,19039.85,98126.2,0,0.43,7
2018,9,1,0,1,3,6,12102.15,0,12102.15,0,2.48,0
2018,43,5,0,4,6,4,7738.77,1988.4,5750.37,0,0.59,0
2017,17,4,0,3,2,3,536.02,0,0,536.02,0.14,0
2018,13,1,0,1,4,4,5253.87,30.98,5222.89,0,3.38,0
2020,5,2,0,4,4,4,2207.55,3.97,2203.58,0,1.34,0
2020,27,2,0,4,6,1,9.94,0,9.94,0,1.34,0
2019,31,1,0,1,4,3,110.4,8.95,101.45,0,3.11,0
2018,23,3,0,4,6,322,168075.59,14852.73,0,153222.86,3.86,1
2019,46,2,0,4,4,3,518.11,25.66,492.45,0,3.48,0
2020,35,1,0,1,4,9,21017.39,4189.08,16828.31,0,2.79,0
2020,42,1,0,1,4,3,208.59,4.74,203.85,0,NA,0
2020,15,4,4.26,2,2,34,73929.62,0,0,73929.62,0.43,0
2018,23,1,0,1,4,3,1347.73,0,1347.73,0,3.27,0
2020,43,5,0,4,3,23,52386.26,12832.21,15638.72,23915.34,0.47,0
2020,21,1,0,1,4,3,822.43,0,822.43,0,NA,0
2019,12,1,0,1,4,4,3534.25,755.34,2778.91,0,3.14,0
2018,22,1,0,1,3,26,4862.46,1391.71,3470.75,0,1.93,0
2018,21,1,0,1,6,1,11.67,0,11.67,0,NA,0
2018,33,2,0,3,3,13,19261.37,4546.5,0,14714.87,NA,0
2019,9,5,0,4,3,5,12603.42,4587.52,2880.32,5135.58,NA,0
2020,38,4,4.29,4,1,1,802.36,0,802.36,0,0.49,0
2019,34,5,0,4,3,7,12495.78,3910.06,4211.9,4373.82,0.28,0
2018,35,4,0,3,1,13,32141.32,4780.28,0,27361.04,2.06,1
2020,21,1,0,1,4,2,55.95,4.57,51.38,0,1.71,0
2018,18,1,0,1,4,3,327.41,3,324.4,0,2.08,0
2018,14,1,0,1,4,9,7651.69,1255.31,6396.38,0,2.24,0
2019,2,5,0,4,3,121,292027.87,30642.46,46933.18,214452.23,0.24,4
2020,33,2,0,3,4,12,15032.58,8981.76,0,6050.82,NA,0
2018,12,5,0,4,4,4,4852.94,47.98,4804.96,0,3.35,0
2017,42,1,0,1,4,5,9659.75,1316.28,8343.46,0,1.94,0
2018,6,1,0,1,3,3,3505.8,0,3505.8,0,2.14,0
2018,2,2,0,4,3,7,14501.48,0,14501.48,0,3.73,0
2019,35,1,0,1,4,2,2914.78,0,0,2914.78,2.81,0
2018,23,1,0,1,4,12,21916.69,0,21916.69,0,3.67,0
2017,6,1,0,1,4,5,183.77,0,183.77,0,3.36,0
2020,38,4,4.57,2,1,709,1452484.1,30591.32,0,1421892.79,3.58,51
